date,ticker,name,open,high,low,close,volume,amount
2026-07-14,003490,대한항공,25900,26700,25400,26550,3944954,102970134700.0
2026-07-14,010950,S-Oil,143500,143500,131400,132000,401106,54008371250.0
2026-07-14,010130,고려아연,1042000,1054000,1004000,1020000,16221,16687447000.0
2026-07-14,0126Z0,삼성에피스홀딩스,391000,434500,373500,385000,131395,52609602750.0
2026-07-14,011070,LG이노텍,659000,672000,603000,639000,343533,219461537000.0
2026-07-14,071050,한국금융지주,240000,241000,212000,216000,374092,82160045000.0
2026-07-14,015760,한국전력,34450,34900,33200,33950,2333288,79252074100.0
2026-07-14,000720,현대건설,99600,101500,94200,97900,496888,48581736050.0
2026-07-14,006800,미래에셋증권,39500,40100,37200,38700,2146349,83121892175.0
2026-07-14,030200,KT,52900,53200,52000,52200,354180,18643329600.0
2026-07-14,000150,두산,1244000,1268000,1160000,1215000,73243,88151933000.0
2026-07-14,086280,현대글로비스,188300,188600,176900,181700,202549,36922650800.0
2026-07-14,042700,한미반도체,203500,210000,190600,205500,872588,175905967300.0
2026-07-14,307950,현대오토에버,434000,437000,386000,407500,81584,33175535250.0
2026-07-14,009540,HD한국조선해양,343000,344000,323000,328000,286086,94212978500.0
2026-07-14,278470,에이피알,384000,384500,361500,376000,203163,75618707250.0
2026-07-14,005490,POSCO홀딩스,308500,311500,299000,303500,293007,89442295250.0
2026-07-14,272210,한화시스템,67100,67300,60900,62800,684805,43415660200.0
2026-07-14,000810,삼성화재,645000,648000,627000,637500,95485,60787490500.0
2026-07-14,047810,한국항공우주,143600,146100,136800,142300,374713,53006614200.0
2026-07-14,042660,한화오션,78100,79100,74000,77100,1569892,120321649350.0
2026-07-14,051910,LG화학,263000,264500,252000,257500,203173,52555627750.0
2026-07-14,035420,NAVER,187300,189400,181100,184000,830032,153518674200.0
2026-07-14,018880,한온시스템,3440,3485,3320,3425,4276782,14585253040.0
2026-07-14,086790,하나금융지주,134800,137600,129200,135200,1158687,155333761350.0
2026-07-14,005385,현대차우,197500,198000,188200,197000,157274,30405853850.0
2026-07-14,298040,효성중공업,2641000,2714000,2506000,2656000,46849,122874865500.0
2026-07-14,003550,LG,100000,100000,94600,97000,413425,39951578400.0
2026-07-14,066570,LG전자,185200,188400,175800,184000,1680215,305875051100.0
2026-07-14,018260,삼성에스디에스,191900,197400,186500,192400,245507,47253715300.0
2026-07-14,267260,HD현대일렉트릭,782000,810000,756000,799000,190257,148324393500.0
2026-07-14,035720,카카오,35050,35050,33700,33950,1818618,62245040900.0
2026-07-14,010120,LS ELECTRIC,186000,191100,176500,186100,1003250,185055171100.0
2026-07-14,267250,HD현대,200500,202000,191000,192400,127261,24827311350.0
2026-07-14,006400,삼성SDI,454000,454000,406000,429000,645902,273711099500.0
2026-07-14,079550,LIG디펜스앤에어로스페이스,743000,743000,653000,672000,165736,111409949000.0
2026-07-14,068270,셀트리온,175100,178200,171800,174700,577324,101005261350.0
2026-07-14,024110,기업은행,21150,21400,20750,21150,984342,20821803825.0
2026-07-14,012330,현대모비스,490000,491000,452000,467500,367214,172907506250.0
2026-07-14,096770,SK이노베이션,110400,110900,106200,106400,681928,73719986950.0
2026-07-14,055550,신한지주,111100,112000,106000,108100,1178154,128435277100.0
2026-07-14,011200,HMM,19600,20400,19460,19860,2061889,41286160955.0
2026-07-14,012450,한화에어로스페이스,941000,943000,862000,878000,200751,177140430500.0
2026-07-14,033780,KT&G,178600,178700,170500,172200,252076,43525602900.0
2026-07-14,000270,기아,143700,144700,138700,140900,863698,122541255400.0
2026-07-14,138040,메리츠금융지주,117500,117500,114000,114100,308663,35612324700.0
2026-07-14,034020,두산에너빌리티,73000,73400,68200,70800,3654693,258668078500.0
2026-07-14,064350,현대로템,173100,173100,160700,164700,473427,78270602900.0
2026-07-14,105560,KB금융,189800,190200,179600,182200,1951991,356611816750.0
2026-07-14,017670,SK텔레콤,83200,85800,82700,84300,620875,52200398900.0
2026-07-14,034730,SK,575000,585000,543000,563000,309400,174504867000.0
2026-07-14,010140,삼성중공업,22000,22050,20850,21200,3310393,70595361700.0
2026-07-14,329180,HD현대중공업,486000,486500,453000,465000,439761,205361523500.0
2026-07-14,316140,우리금융지주,31550,31850,30550,31050,2119961,65971552875.0
2026-07-14,207940,삼성바이오로직스,1387000,1400000,1339000,1368000,53461,72910322500.0
2026-07-14,028260,삼성물산,359500,369000,334000,356000,653001,229182681500.0
2026-07-14,032830,삼성생명,314500,324500,301000,317500,486754,152760989250.0
2026-07-14,373220,LG에너지솔루션,332000,332000,316500,326000,307958,99645322500.0
2026-07-14,005380,현대차,433500,434000,403250,424000,1173023,493061855250.0
2026-07-14,009150,삼성전기,1270000,1330000,1163000,1249000,1225449,1526165817500.0
2026-07-14,005935,삼성전자우,175300,186400,171000,182700,4892768,877042175100.0
2026-07-14,402340,SK스퀘어,1161000,1204000,1086000,1181000,958824,1108652267500.0
2026-07-14,000660,SK하이닉스,1825000,1936000,1678000,1901000,9482007,17255215616000.0
2026-07-14,005930,삼성전자,255000,270000,247000,262750,34694454,8999275543500.0
